% # columns="iteration, evaluation, void, void, void, xmean", seed=126486, Wed May 08 17:23:41 2013 # scaling_of_variables: 1, typical_x: 0
1 10 0 0.0 nan 0.111577652843 0.169546360326 0.0610176919509 0.280252779527 0.0281702037608 0.209570344603 0.49319172842 0.139109185243 0.271441518568 0.0144173670763
2 20 0 0.0 nan 0.0972735883733 -0.101455698215 0.128796889091 0.339703983739 -0.320464508173 0.457618471836 0.459909048453 0.474188237971 0.271330825668 -0.383171535081
3 30 0 0.0 nan 0.25588546234 0.203134646685 0.232680047105 0.140101558599 -0.270166997022 0.697151754963 0.371800621973 0.523971495542 0.517060896863 -0.204442014129
4 40 0 0.0 nan 0.44966669307 0.529376320214 -0.0172028826953 0.240514037538 -0.051654015755 1.07769444147 0.559149680829 0.393343111437 0.284868007449 -0.177186424979
5 50 0 0.0 nan 0.267446835988 0.456499965161 0.0858598626152 0.620254343632 0.0206924235843 0.980624228356 0.315108255059 0.58835840196 0.0294189510755 -0.0243831420674
6 60 0 0.0 nan 0.154075953243 0.326405351153 0.206756726867 0.904509444821 0.360409476819 0.651612597092 0.258832845756 0.418955347486 -0.00775384402642 -0.105038958337
7 70 0 0.0 nan 0.226040483017 0.36027663854 0.115453320359 1.17669560821 0.402875006288 0.300236002779 0.400075914025 0.334427061673 0.0154777136863 0.0333060513183
8 80 0 0.0 nan 0.0887414236287 0.682086151405 -0.0122153163504 0.711385218809 0.384831398499 0.355626294825 0.436109898938 0.196875169804 0.0312707742543 -0.0540234928581
9 90 0 0.0 nan 0.207382385135 0.77409444967 -0.0519133785606 0.533384021655 0.0584515446937 0.80088083304 0.472369143178 0.366614563119 0.123128006258 -0.0899399373132
10 100 0 0.0 nan 0.207916800279 0.656963807757 0.161204447194 0.823772434839 0.1975395092 0.690040973653 0.391965101334 0.224749885957 0.0957659851409 -0.081487536768
11 110 0 0.0 nan 0.318456779017 0.618831338061 0.070070779617 0.59188379146 0.195332372111 0.546409759852 0.496089819015 0.172339755966 0.00288260153516 -0.0525255364356
12 120 0 0.0 nan 0.114044717679 0.682656930159 0.201722867881 0.745716695296 0.147242327436 0.529657345094 0.379938894966 0.112280291811 0.00701379352982 -0.0676690881008
13 130 0 0.0 nan 0.11975232757 0.624157775298 0.209013109767 0.642558087763 0.0983594479036 0.523193151202 0.532992383429 0.0583854317902 0.0608209879079 -0.0213201037123
14 140 0 0.0 nan 0.146394146328 0.807858658918 0.364779291882 0.587118993392 0.143583718261 0.421266372179 0.328221092146 -0.0485479968226 0.0647203520674 -0.0368646652733
15 150 0 0.0 nan 0.139118002148 0.829083548056 0.511444314259 0.517129388859 0.262900050784 0.53729374903 0.383899766495 -0.0491960047284 0.0763303391769 -0.0356471287127
