% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=126486, Wed May 08 17:23:41 2013
2 20 0.414431384997 1.05011797034 17553.7189325 4.0095341354497068e+04 217571.738977 395783.193525 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3 30 0.384919294548 1.10952125515 2550.49361349 1.1170062744542444e+05 6714.5746067 121584.208617 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
4 40 0.382101438814 1.13969920723 2550.49361349 2.9835056292391506e+04 82587.4761159 573106.830961 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
5 50 0.365312885216 1.15226601229 2550.49361349 1.6750303768123078e+04 5951.00118403 15032.3854797 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
6 60 0.356191158228 1.1657102985 1316.45918999 1.4727710797253534e+04 61298.3968818 73803.4500672 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
7 70 0.356188887999 1.20708235449 1316.45918999 3.3117340087473334e+04 64082.1604522 42291.2786893 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
8 80 0.331728856941 1.29957560821 1316.45918999 9.4387194315031302e+03 47197.317997 303374.685951 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
9 90 0.303358770105 1.33893140153 1316.45918999 1.5700999629624108e+04 4495.20920688 259613.811572 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
10 100 0.263716858236 1.39980246338 1316.45918999 6.7181253809463969e+03 4288.69414296 9646.08676058 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
11 110 0.231525189868 1.43367087471 1316.45918999 4.2716150606120727e+03 41510.3567717 163990.678188 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
12 120 0.207440117965 1.43623855734 731.94123927 7.3194123926973771e+02 1915.84439817 101360.28439 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
13 130 0.186362170543 1.4484856382 731.94123927 6.3658411393287333e+03 5570.93400197 5595.8093074 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
14 140 0.18547430654 1.44397116437 731.94123927 1.9695786916404841e+03 21187.5391496 59395.7751078 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
15 150 0.185873044023 1.47211017316 731.94123927 3.4477601281684238e+03 22233.3829653 19707.4566509 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
16 160 0.174518735029 1.47359437803 731.94123927 4.7019230175975772e+03 2574.07876951 21718.0443829 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
17 170 0.157441151154 1.46938096414 731.94123927 1.8301850194701310e+03 7931.73400552 22009.3735803 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
18 180 0.13835489618 1.46887922686 731.94123927 1.1292336643443005e+03 1067.65316923 54841.3240728 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
19 190 0.132817550654 1.4793996046 731.94123927 1.5796718901373390e+03 2699.80546817 45910.6374054 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
20 200 0.131045438713 1.49567664644 731.94123927 2.6327581154584436e+03 1874.19608066 1644.34357826 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
21 210 0.117810767523 1.50380133798 731.94123927 3.8303373312567051e+03 8293.19280725 36376.4553074 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
22 220 0.113533644429 1.54435978041 731.94123927 3.8411614403633407e+03 11080.2011976 21491.9975487 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
23 230 0.104409724849 1.59151057266 731.94123927 3.3249231863329355e+03 9078.3364091 18135.4452897 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
24 240 0.0949425454927 1.58379546419 731.94123927 2.8833283435826716e+03 9397.99108765 8432.35035648 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095 2814953.65095
